beer_id,beer_name,brewery_name,link,style,ba_score,ba_score_text,ratings_count,bro_score,bro_score_text,reviews_count,rating_avg,pdev,wants,gots,ft,location,abv,availability
187_16775,"Lindemans Tea Beer","Brouwerij Lindemans","/beer/profile/187/16775/","Lambic - Unblended",-,"no score",9,-,"no score",9,3.74,n/,20,1,0,"Belgium",3.50,"Year-round"
2541_17210,"Lambik (2 Year Old Unblended)","Brouwerij Girardin","/beer/profile/2541/17210/","Lambic - Unblended",-,"no score",8,-,"no score",5,4.38,n/,3,0,0,"Belgium",5.00,"Year-round"
2541_44953,"Jonge Lambiek","Brouwerij Girardin","/beer/profile/2541/44953/","Lambic - Unblended",-,"no score",8,-,"no score",5,3.81,n/,1,0,0,"Belgium",5.00,"Year-round"
2541_6350,"Lambik (3 Year Old Unblended)","Brouwerij Girardin","/beer/profile/2541/6350/","Lambic - Unblended",-,"no score",8,-,"no score",5,4.01,n/,3,0,0,"Belgium",5.00,"Year-round"
223_61224,"Oud","Brouwerij Bockor N.V.","/beer/profile/223/61224/","Lambic - Unblended",-,"no score",7,-,"no score",5,3.99,n/,1,0,0,"Belgium",6.00,"Rotating"
388_144681,"Cantillon Lambic Vin Jaune","Brasserie Cantillon","/beer/profile/388/144681/","Lambic - Unblended",-,"no score",7,-,"no score",0,4.54,n/,1,0,0,"Belgium",ABV ,"Limited (brewed once)"
187_62637,"Lindemans Oude Lambik","Brouwerij Lindemans","/beer/profile/187/62637/","Lambic - Unblended",-,"no score",6,-,"no score",3,3.88,n/,2,1,0,"Belgium",5.00,"Year-round"
2467_64329,"Panil Divinatale","Panil","/beer/profile/2467/64329/","Lambic - Unblended",-,"no score",5,-,"no score",4,3.82,n/,2,1,0,"Italy",6.00,"Winter"
34258_141966,"Pentameter","Transient Artisan Ales","/beer/profile/34258/141966/","Lambic - Unblended",-,"no score",5,-,"no score",1,4.26,n/,3,6,1,"Illinois,United States",ABV ,"Limited (brewed once)"
1636_46111,"Lambic","Bethlehem Brew Works","/beer/profile/1636/46111/","Lambic - Unblended",-,"no score",4,-,"no score",1,3.88,n/,1,0,0,"Pennsylvania,United States",ABV ,"Rotating"
25923_70746,"Tilquin Jonge Lambic","Gueuzerie Tilquin","/beer/profile/25923/70746/","Lambic - Unblended",-,"no score",4,-,"no score",2,4.33,n/,4,0,0,"Belgium",6.00,"Rotating"
26536_146588,"Blondage","Exit 6 Brewery","/beer/profile/26536/146588/","Lambic - Unblended",-,"no score",4,-,"no score",1,4.07,n/,0,0,0,"Missouri,United States",ABV ,"Rotating"
2467_128672,"Panil Divina - Maturata In Legno","Panil","/beer/profile/2467/128672/","Lambic - Unblended",-,"no score",4,-,"no score",1,4.21,n/,0,0,0,"Italy",6.50,"Limited (brewed once)"
223_117581,"Foederbier","Brouwerij Bockor N.V.","/beer/profile/223/117581/","Lambic - Unblended",-,"no score",3,-,"no score",0,4.08,n/,0,0,0,"Belgium",6.00,"Rotating"
13307_118902,"Nörrebro Spontanale","Mikkeller ApS","/beer/profile/13307/118902/","Lambic - Unblended",-,"no score",3,-,"no score",0,3.92,n/,1,0,0,"Denmark",5.50,"Rotating"
190_73150,"De Troch Jonge Lambik","Brouwerij De Troch","/beer/profile/190/73150/","Lambic - Unblended",-,"no score",3,-,"no score",2,3.84,n/,1,0,0,"Belgium",5.00,"Year-round"
26634_121295,"Belgian Experimental Sour","Wichita Brewing Co. & Pizzeria","/beer/profile/26634/121295/","Lambic - Unblended",-,"no score",3,-,"no score",0,3.76,n/,0,0,0,"Kansas,United States",7.25,"Rotating"
23030_60435,"Amarillo Lambik","Revelation Cat Craft Brewing","/beer/profile/23030/60435/","Lambic - Unblended",-,"no score",2,-,"no score",1,3.81,n/,1,0,0,"United Kingdom (England)",5.20,"Rotating"
16386_133257,"Coffee Sour","O'so Brewing Company & Tap House","/beer/profile/16386/133257/","Lambic - Unblended",-,"no score",2,-,"no score",0,4.25,n/,0,1,0,"Wisconsin,United States",5.00,"Limited (brewed once)"
654_62636,"Mort Subite Oude Lambik","Brouwerij Mort Subite","/beer/profile/654/62636/","Lambic - Unblended",-,"no score",2,-,"no score",2,3.86,n/,1,0,0,"Belgium",ABV ,"Year-round"
17271_53450,"Fresh Lambic","Bootlegger's Brewery","/beer/profile/17271/53450/","Lambic - Unblended",-,"no score",2,-,"no score",1,4.07,n/,0,0,0,"California,United States",5.50,"Rotating"
34374_135673,"Lambik Peated Weizen","BrauArt","/beer/profile/34374/135673/","Lambic - Unblended",-,"no score",2,-,"no score",0,3.25,n/,0,2,1,"Germany",5.00,"Limited (brewed once)"
34374_135674,"Stout-Lambik","BrauArt","/beer/profile/34374/135674/","Lambic - Unblended",-,"no score",2,-,"no score",0,4,n/,0,2,1,"Germany",9.00,"Limited (brewed once)"
16433_61194,"Birra Madre","Birrificio Menaresta","/beer/profile/16433/61194/","Lambic - Unblended",-,"no score",1,-,"no score",1,3.42,n/,1,0,0,"Italy",4.80,"Rotating"
19348_146210,"A Beer Called Horse","Xbeeriment I/S","/beer/profile/19348/146210/","Lambic - Unblended",-,"no score",1,-,"no score",0,4.25,n/,0,0,0,"Denmark",5.60,"Limited (brewed once)"
